Household level identifier,Id,Monthly rent payment,=1 Overcrowding by bedrooms, number of all rooms in the house,=1 Overcrowding by rooms,=1 if the household has refrigerator,number of tablets household owns,Males younger than 12 years of age,Males 12 years of age and older,Total males in the household,Females younger than 12 years of age,Females 12 years of age and older,Total females in the household,persons younger than 12 years of age,persons 12 years of age and older,years of schooling,Years behind in school,=1 if predominant material on the outside wall is block or brick,"=1 if predominant material on the outside wall is socket (wood, zinc or absbesto",=1 if predominant material on the outside wall is prefabricated or cement,=1 if predominant material on the outside wall is waste material,=1 if predominant material on the outside wall is wood ,=1 if predominant material on the outside wall is zink,=1 if predominant material on the outside wall is natural fibers,"=1 if predominant material on the floor is mosaic, ceramic, terrazo",=1 if predominant material on the floor is cement,=1 if predominant material on the floor is  natural material,=1 if no floor at the household,=1 if predominant material on the floor is wood,=1 if predominant material on the roof is metal foil or zink,"=1 if predominant material on the roof is fiber cement, mezzanine ",=1 if predominant material on the roof is natural fibers,=1 if the house has ceiling,=1 if water provision inside the dwelling,=1 if water provision outside the dwelling,"=1 electricity from CNFL, ICE, ESPH/JASEC",=1 electricity from private plant,=1 no electricity in the dwelling,=1 electricity from cooperative,=1 no toilet in the dwelling,=1 toilet connected to sewer or cesspool,=1 toilet connected to  septic tank,=1 toilet connected to black hole or letrine,=1 main source of energy used for cooking electricity,=1 main source of energy used for cooking gas,=1 main source of energy used for cooking wood charcoal,=1 if rubbish disposal mainly by tanker truck,=1 if rubbish disposal mainly by botan hollow or buried,=1 if rubbish disposal mainly by burning,=1 if rubbish disposal mainly by throwing in an unoccupied space,"=1 if rubbish disposal mainly by throwing in river, creek or sea",=1 if disable person,=1 if male,=1 if less than 10 years old,=1 if free or coupled uunion,=1 if married,=1 if divorced,=1 if separated,=1 if widow/er,=1 if household head,=1 if spouse/partner,=1 if son/doughter,=1 if stepson/doughter,=1 if son/doughter in law,=1 if grandson/doughter,=1 if mother/father,=1 if father/mother in law,=1 if brother/sister,=1 if brother/sister in law,=1 if other family member,Number of children 0 to 19 in household,Number of adults in household,# of individuals 65+ in the household,# of total individuals in the household,Dependency rate,average years of education for adults (18+),number of bedrooms,# persons per room,=1 own and fully paid house,"=1 own, paying in installments",=1 rented,=1 precarious,=1 if the household has notebook or desktop computer,=1 if the household has TV,# of mobile phones,=1 region Chorotega,=1 region PacÃƒÂ­fico central,=1 region Brunca,=1 region Huetar AtlÃƒÂ¡ntica,=1 region Huetar Norte,=2 zona rural,Age in years,Years of education of head of household,wall_condition,roof_condition,floor_condition,education_level,Target
652a7ffa0,ID_eb1d477b3,120000.0,0,5,0,1,0.0,0,1,1,1,2,3,1,3,2,0.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,4,1.0,11.0,2,2.0,0,0,1,0,0,0,2,0,0,0,0,0,0,8,11,2,3,2,2,2
652a7ffa0,ID_1edc6734e,120000.0,0,5,0,1,0.0,0,1,1,1,2,3,1,3,11,0.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,4,1.0,11.0,2,2.0,0,0,1,0,0,0,2,0,0,0,0,0,0,44,11,2,3,2,5,2
652a7ffa0,ID_68cdfd374,120000.0,0,5,0,1,0.0,0,1,1,1,2,3,1,3,8,0.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,4,1.0,11.0,2,2.0,0,0,1,0,0,0,2,0,0,0,0,0,0,14,11,2,3,2,4,2
652a7ffa0,ID_be0fdb30f,120000.0,0,5,0,1,0.0,0,1,1,1,2,3,1,3,11,0.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,4,1.0,11.0,2,2.0,0,0,1,0,0,0,2,0,0,0,0,0,0,42,11,2,3,2,5,2
b9d64d752,ID_88d6dc9be,168000.0,0,5,0,1,0.0,1,1,2,0,2,2,1,3,6,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,4,1.0,9.0,3,1.3333334,0,0,1,0,0,0,2,0,0,0,0,0,0,13,7,3,3,3,3,4
b9d64d752,ID_e2d67d5bb,168000.0,0,5,0,1,0.0,1,1,2,0,2,2,1,3,2,1.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,4,1.0,9.0,3,1.3333334,0,0,1,0,0,0,2,0,0,0,0,0,0,10,7,3,3,3,2,4
b9d64d752,ID_39794350a,168000.0,0,5,0,1,0.0,1,1,2,0,2,2,1,3,7,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,4,1.0,9.0,3,1.3333334,0,0,1,0,0,0,2,0,0,0,0,0,0,37,7,3,3,3,4,4
b9d64d752,ID_91fc6ef60,168000.0,0,5,0,1,0.0,1,1,2,0,2,2,1,3,11,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,1.0,9.0,3,1.3333334,0,0,1,0,0,0,2,0,0,0,0,0,0,36,7,3,3,3,5,4
09a26c158,ID_a0fb0a5c4,40000.0,0,1,0,0,0.0,0,1,1,0,0,0,0,1,7,0.0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,8.0,7.0,1,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,71,7,3,3,3,4,2
e2f9717d3,ID_b00eafd98,155000.0,0,3,0,1,0.0,0,1,1,0,1,1,0,2,14,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.0,10.0,1,2.0,0,0,1,0,0,1,2,0,0,0,0,0,0,30,14,3,3,3,8,4
e2f9717d3,ID_332252b98,155000.0,0,3,0,1,0.0,0,1,1,0,1,1,0,2,6,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0.0,10.0,1,2.0,0,0,1,0,0,1,2,0,0,0,0,0,0,29,14,3,3,3,3,4
65d20b573,ID_1db0ed392,0.0,0,6,0,1,2.0,0,2,2,0,1,1,0,3,14,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0.5,13.0,3,1.0,1,0,0,0,1,1,3,0,0,0,0,0,0,55,14,3,3,3,8,4
65d20b573,ID_c70e4a951,0.0,0,6,0,1,2.0,0,2,2,0,1,1,0,3,11,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,3,0.5,13.0,3,1.0,1,0,0,0,1,1,3,0,0,0,0,0,0,70,14,3,3,3,5,4
65d20b573,ID_f1a8c2996,0.0,0,6,0,1,2.0,0,2,2,0,1,1,0,3,14,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,3,0.5,13.0,3,1.0,1,0,0,0,1,1,3,0,0,0,0,0,0,26,14,3,3,3,8,4
d9281c805,ID_6e9d356d7,0.0,0,6,0,1,0.0,0,0,0,0,1,1,0,1,9,0.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,8.0,9.0,3,0.33333334,1,0,0,0,0,0,1,0,0,0,0,0,0,71,9,3,2,2,4,2
5f7699c70,ID_5a72ab074,200000.0,0,3,0,1,0.0,1,1,2,1,2,3,2,3,9,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,0,5,0.6666666933333327,9.0,2,2.5,0,0,1,0,0,0,5,0,0,0,0,0,0,30,9,2,2,2,4,4
5f7699c70,ID_18e808ee5,200000.0,0,3,0,1,0.0,1,1,2,1,2,3,2,3,5,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,5,0.6666666933333327,9.0,2,2.5,0,0,1,0,0,0,5,0,0,0,0,0,0,11,9,2,2,2,2,4
5f7699c70,ID_bd34e0c6a,200000.0,0,3,0,1,0.0,1,1,2,1,2,3,2,3,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,5,0.6666666933333327,9.0,2,2.5,0,0,1,0,0,0,5,0,0,0,0,0,0,1,9,2,2,2,1,4
5f7699c70,ID_b8802d92d,200000.0,0,3,0,1,0.0,1,1,2,1,2,3,2,3,9,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,5,0.6666666933333327,9.0,2,2.5,0,0,1,0,0,0,5,0,0,0,0,0,0,29,9,2,2,2,4,4
5f7699c70,ID_5cba5f4d4,200000.0,0,3,0,1,0.0,1,1,2,1,2,3,2,3,9,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0,5,0.6666666933333327,9.0,2,2.5,0,0,1,0,0,0,5,0,0,0,0,0,0,60,9,2,2,2,4,4
a0a822586,ID_c5bfe390e,0.0,0,6,0,1,0.0,1,1,2,0,2,2,1,3,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1,4,1.0,14.0,2,2.0,1,0,0,0,1,1,2,0,0,0,0,0,0,7,15,3,3,3,1,4
a0a822586,ID_f70aba49f,0.0,0,6,0,1,0.0,1,1,2,0,2,2,1,3,15,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,4,1.0,14.0,2,2.0,1,0,0,0,1,1,2,0,0,0,0,0,0,40,15,3,3,3,8,4
a0a822586,ID_8d1510a53,0.0,0,6,0,1,0.0,1,1,2,0,2,2,1,3,15,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1,4,1.0,14.0,2,2.0,1,0,0,0,1,1,2,0,0,0,0,0,0,45,15,3,3,3,8,4
a0a822586,ID_c52da52d4,0.0,0,6,0,1,0.0,1,1,2,0,2,2,1,3,12,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1,4,1.0,14.0,2,2.0,1,0,0,0,1,1,2,0,0,0,0,0,0,74,15,3,3,3,7,4
b2ceb3e5c,ID_4f75bf2e4,350000.0,0,6,0,1,3.0,0,1,1,0,2,2,0,3,16,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0.5,16.5,3,1.0,0,1,0,0,0,1,4,0,0,0,0,0,0,57,16,3,3,3,8,4
b2ceb3e5c,ID_dd93e20ec,350000.0,0,6,0,1,3.0,0,1,1,0,2,2,0,3,10,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,3,0.5,16.5,3,1.0,0,1,0,0,0,1,4,0,0,0,0,0,0,17,16,3,3,3,4,4
b2ceb3e5c,ID_c8f69febe,350000.0,0,6,0,1,3.0,0,1,1,0,2,2,0,3,17,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,3,0.5,16.5,3,1.0,0,1,0,0,0,1,4,0,0,0,0,0,0,40,16,3,3,3,8,4
69bfa2895,ID_32e57e6be,270000.0,0,6,0,1,0.0,1,1,2,0,1,1,1,2,14,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0.5,14.0,3,1.0,0,0,1,0,1,1,2,0,0,0,0,0,0,41,14,3,3,3,8,4
69bfa2895,ID_67204372d,270000.0,0,6,0,1,0.0,1,1,2,0,1,1,1,2,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,3,0.5,14.0,3,1.0,0,0,1,0,1,1,2,0,0,0,0,0,0,8,14,3,3,3,2,4
69bfa2895,ID_c946fea9c,270000.0,0,6,0,1,0.0,1,1,2,0,1,1,1,2,14,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,3,0.5,14.0,3,1.0,0,0,1,0,1,1,2,0,0,0,0,0,0,44,14,3,3,3,8,4
bcc196e5a,ID_202c0a339,300000.0,0,7,0,1,1.0,0,1,1,0,2,2,0,3,13,0.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0.0,14.333332999999998,4,0.75,0,0,1,0,1,1,3,0,0,0,0,0,0,60,13,3,3,3,8,4
bcc196e5a,ID_0f688cf40,300000.0,0,7,0,1,1.0,0,1,1,0,2,2,0,3,15,0.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,3,0.0,14.333332999999998,4,0.75,0,0,1,0,1,1,3,0,0,0,0,0,0,29,13,3,3,3,8,4
bcc196e5a,ID_d7af7b303,300000.0,0,7,0,1,1.0,0,1,1,0,2,2,0,3,15,0.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,3,0.0,14.333332999999998,4,0.75,0,0,1,0,1,1,3,0,0,0,0,0,0,31,13,3,3,3,8,4
fca2c4361,ID_c38cb27c5,250000.0,0,5,0,1,0.0,0,2,2,0,1,1,0,3,11,0.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,3,2.0,9.333333,3,1.0,0,1,0,0,0,0,2,0,0,0,0,0,0,42,6,2,2,2,5,4
fca2c4361,ID_7855a5880,250000.0,0,5,0,1,0.0,0,2,2,0,1,1,0,3,6,0.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,3,2.0,9.333333,3,1.0,0,1,0,0,0,0,2,0,0,0,0,0,0,67,6,2,2,2,3,4
fca2c4361,ID_6aee5943e,250000.0,0,5,0,1,0.0,0,2,2,0,1,1,0,3,11,0.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,3,2.0,9.333333,3,1.0,0,1,0,0,0,0,2,0,0,0,0,0,0,70,6,2,2,2,5,4
2b1a06ddc,ID_48c10ba80,0.0,0,4,0,1,0.0,0,1,1,0,1,1,0,2,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1.0,6.5,2,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,89,0,2,2,3,1,4
2b1a06ddc,ID_1a283d51b,0.0,0,4,0,1,0.0,0,1,1,0,1,1,0,2,13,0.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,2,1.0,6.5,2,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,55,0,2,2,3,8,4
caa343c15,ID_b20ab1829,0.0,0,4,0,1,0.0,0,3,3,0,1,1,0,4,9,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,4,1.0,12.0,3,1.3333334,1,0,0,0,0,0,4,0,0,0,0,0,0,40,15,3,3,3,4,4
caa343c15,ID_aa4870ce2,0.0,0,4,0,1,0.0,0,3,3,0,1,1,0,4,9,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,4,1.0,12.0,3,1.3333334,1,0,0,0,0,0,4,0,0,0,0,0,0,17,15,3,3,3,4,4
caa343c15,ID_b2c2feb03,0.0,0,4,0,1,0.0,0,3,3,0,1,1,0,4,8,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,4,1.0,12.0,3,1.3333334,1,0,0,0,0,0,4,0,0,0,0,0,0,15,15,3,3,3,4,4
caa343c15,ID_f1b296d83,0.0,0,4,0,1,0.0,0,3,3,0,1,1,0,4,15,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,4,1.0,12.0,3,1.3333334,1,0,0,0,0,0,4,0,0,0,0,0,0,39,15,3,3,3,8,4
0b7ee52ff,ID_d573a95c2,0.0,0,4,0,1,0.0,0,0,0,0,1,1,0,1,11,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,8.0,11.0,2,0.5,1,0,0,0,0,0,1,0,0,0,0,0,0,66,11,3,3,2,5,4
14aeb8605,ID_b2e903868,130000.0,0,4,0,1,0.0,1,2,3,0,2,2,1,4,6,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,5,0.6666666933333327,6.0,2,2.5,0,0,1,0,0,1,4,0,0,0,0,0,0,35,4,2,2,2,3,4
14aeb8605,ID_084179406,130000.0,0,4,0,1,0.0,1,2,3,0,2,2,1,4,6,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,5,0.6666666933333327,6.0,2,2.5,0,0,1,0,0,1,4,0,0,0,0,0,0,13,4,2,2,2,3,4
14aeb8605,ID_3f2e2fa81,130000.0,0,4,0,1,0.0,1,2,3,0,2,2,1,4,4,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,5,0.6666666933333327,6.0,2,2.5,0,0,1,0,0,1,4,0,0,0,0,0,0,59,4,2,2,2,2,4
14aeb8605,ID_c3ae81c15,130000.0,0,4,0,1,0.0,1,2,3,0,2,2,1,4,0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,5,0.6666666933333327,6.0,2,2.5,0,0,1,0,0,1,4,0,0,0,0,0,0,4,4,2,2,2,1,4
14aeb8605,ID_b31fa267f,130000.0,0,4,0,1,0.0,1,2,3,0,2,2,1,4,8,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,5,0.6666666933333327,6.0,2,2.5,0,0,1,0,0,1,4,0,0,0,0,0,0,30,4,2,2,2,4,4
07a5de1ba,ID_afbc25a99,100000.0,0,3,0,1,0.0,0,1,1,0,2,2,0,3,8,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,3,2.0,8.0,1,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,38,8,3,3,3,4,4
07a5de1ba,ID_cca2d38b1,100000.0,0,3,0,1,0.0,0,1,1,0,2,2,0,3,7,1.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,3,2.0,8.0,1,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,15,8,3,3,3,4,4
07a5de1ba,ID_f3583bbf7,100000.0,0,3,0,1,0.0,0,1,1,0,2,2,0,3,9,1.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,3,2.0,8.0,1,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,17,8,3,3,3,4,4
5e72b4b07,ID_072c16126,0.0,0,6,0,1,1.0,1,1,2,0,1,1,1,2,11,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,3,0.5,14.0,3,1.0,1,0,0,0,1,0,3,0,0,0,0,0,0,46,17,3,3,3,5,4
5e72b4b07,ID_b3dd09090,0.0,0,6,0,1,1.0,1,1,2,0,1,1,1,2,17,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0.5,14.0,3,1.0,1,0,0,0,1,0,3,0,0,0,0,0,0,43,17,3,3,3,9,4
5e72b4b07,ID_121a92c4e,0.0,0,6,0,1,1.0,1,1,2,0,1,1,1,2,3,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,3,0.5,14.0,3,1.0,1,0,0,0,1,0,3,0,0,0,0,0,0,10,17,3,3,3,2,4
288b0f0fa,ID_4cf6a7097,0.0,0,4,0,1,1.0,1,1,2,0,1,1,1,2,4,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,3,0.5,11.0,2,1.5,1,0,0,0,0,0,2,0,0,0,0,0,0,11,11,3,3,3,2,4
288b0f0fa,ID_12e339d76,0.0,0,4,0,1,1.0,1,1,2,0,1,1,1,2,11,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,3,0.5,11.0,2,1.5,1,0,0,0,0,0,2,0,0,0,0,0,0,22,11,3,3,3,5,4
